	TENATOPRAZOLE	DANAZOL	PANTOPRAZOLE	ARTEMISININ	OMEPRAZOLE	MELPHALAN	BISACODYL	DIACETAMATE	ENTACAPONE	TINIDAZOLE	NITRENDIPINE	PHENAZOPYRIDINE	SULFASALAZINE	RISPERIDONE	PALIPERIDONE	TACROLIMUS	CARVEDILOL	PIDOTIMOD	IDEBENONE	METHOXSALEN	LEVAMISOLE	LOVASTATIN	MEVASTATIN	PERICYAZINE	FINASTERIDE	BETAMETHASONE VALERATE	NORGESTIMATE	CAPECITABINE	CARBETAPENTANE CITRATE	ITRACONAZOLE	DULOXETINE	MEFLOQUINE	DICYCLOMINE	PIMOZIDE	PACLITAXEL	REPAGLINIDE	INDOMETHACIN	RAMIPRIL	EZETIMIBE	CELECOXIB	BENZBROMARONE	RANITIDINE	ZIPRASIDONE MESYLATE	NAFRONYL OXALATE	PHENYTOIN SODIUM	PENBUTOLOL SULFATE	CHLORMEZANONE	BUPROPION	AMANTADINE	METITEPINE MALEATE	TRIMETAZIDINE DIHYDROCHLORIDE	BICALUTAMIDE	TRANILAST	SULPIRIDE	ETHOXZOLAMIDE	METHYSERGIDE MALEATE	RIZATRIPTAN BENZOATE	BIPERIDEN	IMATINIB	VERAPAMIL	CAMYLOFINE DIHYDROCHLORIDE	ACECAINIDE	LOFEXIDINE	METOPROLOL TARTRATE	IRSOGLADINE MALEATE	MEMANTINE	ALPRENOLOL	DIPHENYLPYRALINE	ALFUZOSIN	PAPAVERINE	OXCARBAZEPINE	METHSUXIMIDE	PAROXETINE	ESZOPICLONE	ANAGRELIDE	ETHOPROPAZINE	DIPYRIDAMOLE	DOXAZOSIN MESYLATE	TRIHEXYPHENIDYL	METHYLPHENIDATE	FLUVOXAMINE MALEATE	THIOTHIXENE	CYCLOBENZAPRINE	BENZTHIAZIDE	NEVIRAPINE	VINPOCETINE	ANASTROZOLE	SILDENAFIL CITRATE	CLEMIZOLE	ORPHENADRINE CITRATE	ENALAPRIL MALEATE	CYCLOPHOSPHAMIDE	NOSCAPINE	ZIDOVUDINE [AZT]	SUMATRIPTAN SUCCINATE	TADALAFIL	GLICLAZIDE	BEZAFIBRATE	WARFARIN	NAPROXEN(+)	PROCARBAZINE	NAFTOPIDIL	OLANZAPINE	FLUCONAZOLE	CLONIDINE	NEOSTIGMINE BROMIDE	CIMETIDINE	FEBUXOSTAT	COLCHICINE	KETOROLAC TROMETHAMINE	METAXALONE	ZALEPLON	MIFEPRISTONE	OXYBUTYNIN CHLORIDE	RITONAVIR	DROSPIRENONE	BUDESONIDE	GLIPIZIDE	SULFINPYRAZONE	ETODOLAC	NATEGLINIDE	VORICONAZOLE	VALSARTAN	LOSARTAN	IRBESARTAN	REBAMIPIDE	NIZATIDINE	ERGONOVINE MALEATE	DASATINIB	PRIMAQUINE PHOSPHATE	NICERGOLINE	DEXAMETHASONE	ERGOTAMINE TARTRATE	NALOXONE	FENSPIRIDE	GALANTAMINE	SOTALOL	BETAMETHASONE ACETATE	DIGOXIN	DIGITOXIN	CLOPIDOGREL SULFATE	RILUZOLE	MEBENDAZOLE	RAMELTEON	CYPROTERONE ACETATE	OXAPROZIN	BENAZEPRIL	GRISEOFULVIN	TRANDOLAPRIL	QUINAPRIL	CETIRIZINE	CARISOPRODOL	TOLAZAMIDE	PRANOPROFEN	FAMPROFAZONE	TELMISARTAN	CLEMASTINE FUMARATE	LOPERAMIDE	MEGESTROL ACETATE	TRIMEBUTINE MALEATE	FENOFIBRATE	FLUPHENAZINE	DILTIAZEM	LEVONORGESTREL	DEFLAZACORT	DIFLORASONE DIACETATE	LINAGLIPTIN	OLMESARTAN MEDOXOMIL	FLUOXETINE	MYCOPHENOLATE MOFETIL	BROMOCRIPTINE MESYLATE	RACECADOTRIL	ROXATIDINE ACETATE	FAMCICLOVIR	VILAZODONE	NORETHINDRONE ACETATE
FLUPHENAZINE	0.551943129	0.59261484	0.529976217	0.430724719	0.549736721	0.786619241	0.605364721	0.614842893	0.661824159	0.639862814	0.726483353	0.783739173	0.610161165	0.596525671	0.586914478	0.386897113	0.608308291	0.566982949	0.431699535	0.442918078	0.849485367	0.409482029	0.409292486	0.969915934	0.539411023	0.391417971	0.475684067	0.505884269	0.684983632	0.596095725	0.578958814	0.694813692	0.519119222	0.881414195	0.529022134	0.603409241	0.609609685	0.674880283	0.691277525	0.802019778	0.425293662	0.586079016	0.808206268	0.670496382	0.786986681	0.579552309	0.815827817	0.768962252	0.539964757	0.894852333	0.544752879	0.933963497	0.593891439	0.556877324	0.568255706	0.696938406	0.745520073	0.711315286	0.688868215	0.569368119	0.729071875	0.81687622	0.599296412	0.606752366	0.773318298	0.533781108	0.604380817	0.685602552	0.540716501	0.592827557	0.81276157	0.781048095	0.550360351	0.658055365	0.818069753	0.945468049	0.690187567	0.540070461	0.71466712	0.731681592	0.723006715	0.870382754	0.79590602	0.871418978	0.701160571	0.687376569	0.758643955	0.549134272	0.76002573	0.672728746	0.699458122	0.534249567	0.474025087	0.503588045	0.755407182	0.579415482	0.788432837	0.517058	0.467152444	0.48109242	0.792309126	0.605951063	0.917132423	0.731774466	0.827834321	0.633423197	0.669598175	0.583139878	0.509272106	0.657790197	0.57877133	0.718132147	0.645186076	0.670517018	0.680700378	0.44202788	0.376278133	0.704700402	0.92214958	0.657333304	0.724051508	0.722558865	0.689297832	0.670563684	0.686527526	0.769982019	0.647611013	0.702197232	0.677988645	0.587590125	0.627224127	0.403636846	0.653330379	0.472909993	0.762747205	0.533601174	0.767632764	0.392424634	0.371656828	0.373709165	0.757023245	0.561755975	0.706627284	0.552652985	0.431432127	0.632415411	0.746183021	0.428249854	0.678314963	0.729087181	0.757788646	0.532548837	0.808895881	0.597916503	0.86321925	0.674814559	0.670199699	0.687275473	0.435559778	0.486918707	0.478399699	1	0.632518401	0.471419092	0.378739529	0.388819906	0.696537405	0.643065457	0.610942926	0.44071041	0.642754201	0.672066576	0.587219502	0.670263801	0.568721087	0.455592755
DILTIAZEM	0.565823262	0.614285286	0.560747325	0.446915292	0.571915273	0.800207861	0.657015089	0.886288372	0.860110253	0.441093368	0.820866006	0.558395766	0.612077322	0.709998204	0.70516861	0.477431203	0.64556129	0.517824102	0.476796456	0.756246044	0.649323746	0.476196633	0.476192437	0.614025398	0.525366524	0.448866571	0.487383648	0.477974716	0.778665901	0.780948482	0.78445128	0.631748564	0.510092914	0.692816294	0.764126867	0.923510018	0.669833255	0.76932206	0.89202646	0.592922259	0.735987139	0.856430242	0.589917571	0.778429784	0.711184729	0.795247566	0.674862827	0.730292753	0.479102779	0.652225193	0.793940922	0.638621552	0.925233229	0.861471029	0.662092014	0.562460534	0.571948582	0.759221698	0.529285394	0.797660768	0.798410994	0.749689525	0.766187624	0.814207912	0.557515006	0.481756589	0.813040722	0.805466856	0.622474866	0.649329743	0.729913965	0.715210109	0.767171757	0.473979934	0.609327245	0.635223934	0.482778439	0.616380012	0.776922185	0.784217844	0.750511222	0.647018959	0.711012446	0.596209903	0.522032975	0.607049242	0.597788931	0.842889566	0.567897912	0.804592103	0.782922994	0.47900484	0.759576089	0.488440188	0.580046645	0.642868906	0.622223114	0.856528135	0.77715897	0.774677146	0.734450282	0.814306865	0.615361462	0.584501191	0.604647762	0.876897069	0.456326143	0.673085724	0.776974274	0.67045376	0.840363157	0.545706912	0.65762839	0.786844545	0.495952651	0.466511761	0.430586685	0.521299682	0.656617605	0.643950959	0.783126395	0.573589981	0.647583848	0.581706783	0.629809313	0.78989206	0.443563992	0.555382628	0.473276752	0.618509547	0.576752605	0.45578201	0.512804992	0.739258757	0.743721698	0.780656681	0.837339791	0.448776388	0.402497997	0.404021738	0.710798853	0.64816032	0.57676346	0.813850723	0.461573789	0.672729593	0.824445663	0.757305203	0.788057448	0.802299251	0.758287328	0.499731599	0.636414983	0.652959798	0.718196074	0.570128583	0.776449619	0.75113384	0.473310464	0.782724925	0.809987369	0.632518401	1	0.50841187	0.462624802	0.445475431	0.516124646	0.572525805	0.817500767	0.736679451	0.510002612	0.841345833	0.882406184	0.465135282	0.5937983	0.479706048
LEVONORGESTREL	0.197539351	0.855893705	0.17597419	0.886820842	0.195957654	0.602945306	0.290040788	0.425551839	0.451624902	0.440995087	0.643991229	0.409636096	0.29511064	0.431613273	0.425793235	0.858580351	0.271670619	0.771954685	0.913112511	0.50549269	0.529791831	0.892940373	0.892947612	0.466415638	0.889111965	0.909547057	0.941806522	0.763482594	0.677131112	0.379760563	0.477957417	0.315716428	0.85071688	0.525624382	0.620002793	0.48471982	0.297776479	0.661262575	0.503621035	0.357449632	0.507731419	0.407431129	0.427878688	0.666100847	0.612660783	0.479374015	0.573586043	0.635450752	0.814369022	0.521114697	0.454805272	0.494696481	0.47766021	0.431686177	0.248133812	0.297285176	0.346326915	0.584086724	0.328500738	0.483402236	0.646734552	0.594439399	0.454918643	0.48154136	0.408234492	0.831660696	0.464198669	0.563664104	0.225913601	0.273425488	0.58053342	0.620892122	0.476700028	0.313106202	0.497515052	0.492851463	0.399702929	0.222739795	0.591277025	0.646250414	0.603917095	0.528030491	0.582961606	0.496273519	0.333546164	0.307913125	0.416349668	0.421179475	0.396012957	0.57833951	0.64999621	0.784078309	0.493397353	0.759312881	0.336459712	0.26106521	0.555283949	0.500950793	0.52651008	0.532026736	0.6243055	0.415830946	0.466852831	0.386486192	0.491925631	0.427295711	0.451018321	0.271672926	0.454864586	0.340522251	0.47443507	0.34771964	0.802957777	0.653813686	0.27824162	0.943068677	0.888810496	0.314017163	0.517326991	0.305134031	0.647120518	0.366402844	0.509787216	0.414266207	0.488110495	0.58690429	0.468395356	0.292500294	0.301731838	0.247031971	0.259089917	0.926410573	0.247671045	0.475383589	0.61045601	0.463283872	0.553271119	0.911412087	0.859721374	0.861584472	0.601834098	0.234334506	0.365438085	0.479384856	0.934799207	0.316821054	0.604289654	0.490425873	0.655758139	0.616576261	0.587476799	0.807154767	0.558076082	0.288309616	0.559555625	0.341641316	0.561360685	0.605811515	0.939290185	0.513512569	0.50624449	0.471419092	0.50841187	1	0.883804718	0.907584272	0.345059377	0.398172222	0.509073272	0.501289429	0.238722167	0.615375715	0.476060546	0.413068361	0.234485604	0.948337653
DEFLAZACORT	0.122418526	0.763722632	0.104736323	0.854995721	0.122577896	0.523391109	0.215703543	0.379509504	0.399595037	0.333538282	0.57453837	0.306493754	0.21223871	0.36270515	0.359367944	0.923283045	0.200196281	0.683297025	0.869119023	0.510116253	0.43799086	0.903017867	0.903003895	0.373576409	0.790131995	0.934232264	0.861805863	0.685837354	0.620638978	0.333460921	0.451046876	0.232187184	0.771750596	0.430614539	0.61435076	0.444024111	0.223542899	0.598504906	0.446416965	0.263050214	0.515077342	0.368288961	0.325604915	0.611280489	0.523548991	0.449713183	0.489811236	0.553799409	0.727447763	0.431618129	0.434842491	0.402266026	0.438713584	0.402289009	0.178193612	0.205401459	0.251165765	0.530911225	0.228798963	0.460655881	0.5797442	0.505856039	0.416806655	0.44604895	0.305344806	0.740035732	0.428331246	0.516537143	0.162877442	0.201678797	0.487713251	0.536982897	0.458394821	0.20956946	0.396828421	0.397065402	0.293118254	0.159607809	0.537744452	0.58023336	0.539023607	0.44203609	0.504470312	0.400625497	0.232535457	0.220913853	0.326500844	0.392541529	0.294282456	0.531344192	0.583196975	0.700491824	0.491898367	0.6864986	0.242588262	0.190967843	0.473464108	0.483348648	0.524654834	0.528202302	0.537359257	0.372640034	0.368390469	0.29711293	0.391864991	0.378500904	0.342567118	0.199800526	0.443251758	0.258159734	0.443668284	0.250395516	0.711938047	0.606405897	0.179534354	0.890203994	0.936044176	0.214393077	0.422399928	0.224416646	0.577072307	0.275041183	0.424929721	0.322863047	0.401412887	0.506677582	0.360282146	0.200664151	0.197888728	0.173244403	0.174859234	0.922882769	0.156327073	0.472650912	0.538459169	0.444826993	0.487131452	0.932407709	0.890546218	0.891130145	0.528661602	0.164417071	0.267046319	0.45717473	0.877987965	0.238784943	0.531208875	0.49542727	0.592877624	0.548942812	0.520108203	0.723323529	0.475329171	0.212908176	0.467147212	0.245502554	0.518104468	0.558777703	0.894291525	0.509752313	0.49888164	0.378739529	0.462624802	0.883804718	1	0.932293575	0.242957968	0.308587573	0.477022011	0.508255569	0.149055674	0.563211043	0.44369208	0.305888109	0.158420231	0.879078135
DIFLORASONE DIACETATE	0.122015662	0.772413989	0.101334494	0.884286299	0.120362036	0.522871972	0.213174957	0.363376323	0.385356779	0.362344179	0.568710596	0.32423498	0.216398949	0.355611143	0.350562237	0.891955031	0.194074326	0.711741817	0.900908843	0.474688411	0.449516911	0.912967638	0.912947483	0.384732747	0.818882716	0.949045195	0.890227344	0.716520691	0.610908572	0.316122167	0.429035058	0.232834503	0.799143592	0.440143548	0.578786146	0.423008731	0.21916708	0.59281507	0.43310288	0.27164145	0.481585538	0.350618874	0.341447282	0.602098018	0.531566427	0.427837054	0.497675561	0.557503702	0.760534732	0.441423906	0.405959242	0.412390419	0.41815161	0.379469567	0.175279216	0.211715735	0.261052073	0.519211161	0.243305741	0.433859351	0.574394737	0.511072223	0.401150821	0.426843392	0.323072936	0.775476159	0.408404411	0.502103835	0.152064581	0.197030802	0.495373328	0.542703317	0.4300307	0.228399562	0.414026322	0.409397339	0.316444344	0.148679925	0.526268107	0.574749591	0.536563911	0.450853574	0.508098086	0.416005336	0.248398148	0.223746802	0.335887579	0.369575166	0.310171932	0.518100306	0.579744611	0.733182902	0.455358366	0.71404954	0.250748955	0.18396207	0.482471264	0.456237193	0.493666861	0.498144492	0.542899683	0.354097047	0.382330605	0.305924667	0.408923109	0.363344906	0.370989112	0.197001445	0.411734017	0.259148464	0.422501871	0.26329444	0.718825735	0.591840451	0.192001789	0.921764971	0.939715154	0.228099829	0.433478909	0.223394728	0.573882797	0.284542567	0.432725694	0.33419224	0.410380728	0.506929539	0.390496694	0.206674068	0.21554465	0.169814754	0.175924068	0.946182546	0.161733057	0.437079006	0.537469797	0.416100647	0.47941375	0.948934151	0.903597082	0.904865177	0.531145804	0.161841723	0.280201707	0.43214484	0.922074499	0.237012206	0.527615182	0.460153177	0.586632596	0.543825784	0.516062121	0.753668666	0.484240445	0.211420874	0.474985907	0.25710218	0.503290538	0.545161354	0.927103083	0.474712192	0.468611841	0.388819906	0.445475431	0.907584272	0.932293575	1	0.259586502	0.31911651	0.455811468	0.470151224	0.152927827	0.551321191	0.42168172	0.331341934	0.155157039	0.91399345
LINAGLIPTIN	0.653697793	0.453508065	0.615834656	0.306608074	0.643194099	0.628879917	0.682943627	0.508281744	0.527159428	0.781194097	0.563374046	0.896475514	0.738085883	0.625115479	0.610808241	0.254665891	0.666581927	0.478310451	0.324273843	0.310068983	0.701821532	0.288066495	0.288151887	0.678300036	0.416858431	0.262536787	0.337954907	0.445160842	0.514754292	0.527601973	0.423280036	0.773671769	0.409644706	0.744734626	0.376643578	0.496240655	0.684393265	0.53426099	0.568391746	0.838961403	0.294703412	0.458178503	0.837221927	0.518148072	0.666185093	0.449683208	0.60965257	0.597400083	0.422788149	0.676525255	0.398622928	0.662852244	0.48249389	0.419566058	0.610172366	0.834223837	0.891250717	0.530443912	0.959391641	0.412391112	0.554619614	0.668437707	0.473596182	0.470162233	0.887862506	0.42216342	0.476475049	0.513627756	0.594750052	0.66343814	0.698768453	0.633554112	0.393875794	0.935501881	0.759162926	0.720926293	0.884403292	0.590429844	0.52623938	0.556676947	0.570985622	0.645060205	0.626006092	0.675477829	0.951563523	0.799551777	0.793753774	0.410236597	0.908638658	0.51365726	0.55597602	0.438186692	0.336761297	0.442250178	0.863224589	0.649560528	0.607780606	0.389944761	0.335540347	0.34610546	0.637060685	0.51386478	0.764977041	0.809691945	0.763437712	0.519775262	0.79048956	0.639192473	0.360129083	0.75437467	0.448905441	0.921619158	0.502198152	0.495329913	0.856424315	0.309818082	0.245773182	0.904465416	0.694003902	0.744152835	0.576175493	0.843052443	0.711437806	0.803860396	0.731816018	0.629088641	0.754376272	0.830646095	0.942496726	0.672058803	0.752934521	0.284032993	0.789528961	0.338306668	0.591156056	0.399103332	0.599230883	0.266063572	0.233312646	0.235198228	0.549839677	0.603342292	0.913591314	0.411239583	0.306589308	0.7163139	0.603647658	0.299244793	0.543639301	0.573124511	0.565190457	0.439048951	0.61027357	0.682989808	0.703260926	0.898272479	0.488320938	0.486688144	0.309072314	0.349643895	0.350118033	0.696537405	0.516124646	0.345059377	0.242957968	0.259586502	1	0.790639548	0.455302366	0.306080781	0.765832575	0.52449665	0.456586295	0.845654047	0.675057691	0.323058799
OLMESARTAN MEDOXOMIL	0.617987554	0.490643874	0.583625913	0.368624319	0.605581929	0.660326434	0.636404839	0.543479473	0.534960071	0.711404546	0.597539832	0.790631097	0.660499915	0.628354004	0.613408364	0.326991829	0.626272453	0.541314622	0.386100793	0.382160546	0.730434909	0.355684235	0.356036661	0.622699324	0.474579422	0.322469489	0.384409244	0.504184098	0.585105373	0.557612237	0.496281144	0.700580826	0.473357404	0.726621127	0.44428763	0.539306856	0.65098401	0.624551215	0.587616858	0.734295162	0.373437317	0.509920977	0.777290686	0.598807563	0.728823782	0.516096435	0.657424224	0.656456038	0.474815527	0.677969501	0.453460453	0.620019083	0.5254036	0.495566285	0.591252573	0.704231411	0.789884016	0.58659743	0.791282382	0.467355583	0.616754677	0.692588691	0.538645448	0.525413209	0.813952899	0.474925336	0.538511826	0.575742063	0.583867716	0.621253854	0.709259686	0.698170687	0.456093988	0.738960333	0.773318405	0.684967185	0.766675577	0.569194637	0.581074679	0.621214799	0.636025154	0.654951063	0.675447012	0.675072817	0.761022149	0.708580997	0.816345685	0.491760501	0.821251936	0.583752663	0.634996631	0.495219672	0.398459964	0.507939521	0.751375489	0.614412473	0.656186755	0.457715983	0.411452595	0.4234782	0.685134028	0.551955271	0.713592427	0.821395323	0.773162454	0.545596544	0.720272025	0.611427234	0.420313532	0.712663077	0.516472798	0.811776888	0.536237267	0.56399006	0.670202393	0.367342477	0.306805186	0.716624527	0.666274599	0.68476151	0.654054759	0.825743383	0.865394024	0.970130684	0.89154854	0.66690862	0.697871148	0.706275487	0.744279687	0.624179625	0.661034159	0.339991554	0.652438024	0.399580438	0.659790164	0.457501315	0.62497606	0.325753355	0.291644177	0.292471756	0.613138779	0.585818124	0.820762644	0.482375974	0.358429538	0.677964389	0.655988279	0.371044957	0.630613751	0.646139491	0.631102695	0.500076046	0.649918224	0.633150713	0.704505498	0.817528986	0.560272104	0.553448855	0.367637888	0.413839423	0.421723845	0.643065457	0.572525805	0.398172222	0.308587573	0.31911651	0.790639548	1	0.520085114	0.374736159	0.63830893	0.609324563	0.51870841	0.747449376	0.61107668	0.377560532
FLUOXETINE	0.528410744	0.591414142	0.52786566	0.475349498	0.533400453	0.730827932	0.580321872	0.8173882	0.795141552	0.409863784	0.747778525	0.512950838	0.530617141	0.582669663	0.582061484	0.507702687	0.585034474	0.531630365	0.485062012	0.790544103	0.648569432	0.496835894	0.496910098	0.598865091	0.534335014	0.459400707	0.497582359	0.492621274	0.7985426	0.797970006	0.939714048	0.567287572	0.530654921	0.638488211	0.808152498	0.804551583	0.569299068	0.731376754	0.792951148	0.548615381	0.774228818	0.830408638	0.521597485	0.801784028	0.686642751	0.941509491	0.673375244	0.708766797	0.506566736	0.658918895	0.890899574	0.604561573	0.814153854	0.829326623	0.582561945	0.496101736	0.526267627	0.851704411	0.466200092	0.922242016	0.767097755	0.688795019	0.896472639	0.944526745	0.508793523	0.501790979	0.935849672	0.906280207	0.578165287	0.580877097	0.656133127	0.714112203	0.911909185	0.413203658	0.565119556	0.612001975	0.438590476	0.571313465	0.857156567	0.792911557	0.808698282	0.670199341	0.744539821	0.582251806	0.464470316	0.532773451	0.597458939	0.811421304	0.506434925	0.897481989	0.746472031	0.505089456	0.813876857	0.502596226	0.530210541	0.564975779	0.667336585	0.827566204	0.808316064	0.832993138	0.698868756	0.84423359	0.58638283	0.579486137	0.572909803	0.813533081	0.425584274	0.579783197	0.871290893	0.56469742	0.927885743	0.503944197	0.626632105	0.837881711	0.430458865	0.478167319	0.448912928	0.459519657	0.617409506	0.560352654	0.766371836	0.555646406	0.609557265	0.532716813	0.590476099	0.695294393	0.417250637	0.494035098	0.410646613	0.559510264	0.495824475	0.460821196	0.44468438	0.824239949	0.762777701	0.891585164	0.81840229	0.458552567	0.434639695	0.435281925	0.698994999	0.577468453	0.497557958	0.93109934	0.464348418	0.568931109	0.73798374	0.764329132	0.743561071	0.752638076	0.745889627	0.518677664	0.675232078	0.566407523	0.664121556	0.488093764	0.888197227	0.832700339	0.481953442	0.824903777	0.80520022	0.610942926	0.817500767	0.509073272	0.477022011	0.455811468	0.455302366	0.520085114	1	0.790469837	0.44070695	0.822318736	0.90410671	0.425873685	0.508012156	0.48712205
MYCOPHENOLATE MOFETIL	0.394357212	0.554349785	0.40078515	0.457174127	0.404874603	0.602528597	0.471649653	0.718353913	0.696758077	0.271593105	0.652961596	0.350430434	0.416608613	0.528959476	0.533960233	0.534241604	0.472500738	0.448431537	0.479160526	0.942062859	0.471054722	0.504318012	0.504389927	0.42722021	0.482531805	0.473643321	0.480159206	0.429129084	0.684320655	0.690261476	0.776309839	0.431783075	0.477224038	0.48420913	0.86055743	0.760519411	0.46844735	0.626710016	0.695263464	0.385010544	0.892492605	0.720296807	0.364062403	0.684417061	0.537401169	0.794358644	0.5053825	0.568730764	0.433969005	0.478673687	0.843293083	0.444411201	0.769307783	0.74815974	0.46719099	0.356509207	0.366262225	0.684259076	0.3172089	0.832675681	0.643663752	0.551457662	0.724109757	0.779201707	0.345148895	0.434733505	0.768287555	0.724463624	0.477592399	0.47401923	0.524853121	0.558857483	0.830791545	0.26802161	0.400934336	0.440142293	0.290186365	0.474363507	0.691425012	0.653977747	0.641328674	0.487524459	0.569233316	0.405689107	0.314330202	0.399919473	0.421339982	0.72932814	0.348994124	0.72482633	0.629273447	0.428948302	0.945652133	0.440702341	0.372888818	0.466540378	0.488248069	0.852760904	0.894393821	0.891654694	0.558159306	0.729918255	0.413911863	0.407271232	0.402894187	0.707246611	0.282313993	0.472584058	0.87644285	0.450230682	0.797762244	0.344648889	0.570152739	0.719677299	0.289111997	0.468194714	0.466368728	0.313357598	0.457030192	0.439487351	0.633943706	0.388171086	0.464430418	0.382807574	0.443148202	0.575210249	0.279157273	0.350478424	0.25953577	0.443092307	0.376111133	0.474479614	0.31146992	0.918648587	0.601452954	0.852972804	0.666133543	0.472579931	0.441446131	0.442095469	0.548996992	0.456875192	0.353378526	0.829265222	0.45780696	0.461132797	0.619673119	0.90895892	0.639891701	0.625050123	0.594983591	0.451410637	0.49578266	0.461561297	0.515038116	0.348713043	0.709823063	0.684158135	0.476630243	0.948593505	0.882164829	0.44071041	0.736679451	0.501289429	0.508255569	0.470151224	0.306080781	0.374736159	0.790469837	1	0.310945526	0.700128666	0.802392357	0.281102988	0.407559794	0.474296635
BROMOCRIPTINE MESYLATE	0.692165758	0.364152867	0.681994479	0.18479708	0.703536479	0.572129006	0.743893542	0.526573577	0.558927284	0.571634527	0.516308614	0.71647273	0.751538479	0.658902413	0.655597558	0.156251413	0.77400706	0.326820777	0.202849293	0.304895867	0.585398974	0.175530729	0.175566985	0.624119632	0.290726476	0.15624932	0.230642376	0.291138802	0.445253653	0.567391901	0.406248016	0.857573761	0.274824612	0.661051541	0.361874656	0.518130467	0.769943169	0.449707418	0.584821313	0.815387923	0.274411132	0.465597566	0.704810749	0.440539041	0.553947292	0.438484609	0.512600096	0.510884454	0.283007993	0.586415969	0.421775493	0.612871234	0.49915172	0.42153776	0.645675741	0.910113137	0.809769522	0.488567776	0.786910476	0.422960766	0.486934689	0.592885985	0.446587517	0.460363429	0.703150049	0.281748783	0.471224979	0.477673227	0.705495915	0.745250493	0.618253308	0.529459111	0.401594651	0.752684336	0.611583389	0.636150678	0.665663337	0.712326809	0.484186118	0.487375201	0.48792234	0.557662775	0.535449031	0.566235123	0.781743115	0.884145126	0.67527799	0.410838791	0.733431567	0.463846756	0.470062064	0.288137762	0.353503045	0.289713966	0.844024446	0.76241839	0.502338007	0.384231105	0.314812358	0.321651588	0.54795984	0.5409803	0.665635585	0.697716415	0.61426433	0.543210812	0.581542436	0.683889199	0.378581098	0.787022582	0.436972794	0.771524136	0.416398628	0.440714527	0.862595406	0.198594802	0.14196955	0.829898929	0.622215167	0.835379677	0.494040724	0.729271147	0.573920777	0.645713375	0.58813874	0.57081619	0.548158887	0.91564065	0.778293441	0.756988673	0.887292195	0.17969548	0.971397305	0.355930252	0.507688654	0.413721325	0.576875888	0.159571674	0.126765544	0.129075528	0.464422301	0.635348793	0.767409461	0.402758786	0.189889406	0.778444458	0.544928754	0.296718334	0.462480432	0.503903996	0.498701401	0.293362565	0.509886704	0.736749367	0.62551074	0.778108798	0.445477122	0.440474572	0.195917598	0.357414124	0.340475753	0.642754201	0.510002612	0.238722167	0.149055674	0.152927827	0.765832575	0.63830893	0.44070695	0.310945526	1	0.463453685	0.45605509	0.630668067	0.799330381	0.210913011
RACECADOTRIL	0.496676621	0.706776646	0.482430097	0.570944804	0.496220843	0.847636909	0.568064001	0.759692276	0.750570216	0.500972163	0.863898979	0.58945466	0.542254306	0.633625868	0.626020422	0.584624858	0.559004387	0.651582503	0.589116394	0.716111291	0.735760292	0.588258922	0.588286129	0.657175545	0.652503474	0.554783296	0.597924213	0.601139604	0.91591419	0.695893172	0.793520377	0.578372598	0.64130405	0.732463233	0.784060249	0.785073455	0.576168443	0.902974165	0.796954375	0.58852039	0.710773524	0.758455519	0.618153831	0.923769054	0.813040785	0.784099269	0.783268483	0.837360393	0.613835263	0.729424932	0.741706757	0.679972853	0.782881579	0.784254565	0.562049847	0.526316865	0.572123279	0.844341824	0.527038084	0.767703138	0.916107698	0.805958298	0.770874798	0.792545052	0.592840389	0.613939436	0.788634364	0.871360335	0.529260676	0.557407771	0.771325212	0.831135341	0.753333305	0.477273866	0.67722108	0.688333335	0.521850071	0.520484874	0.861995458	0.910612339	0.862647655	0.733509646	0.81525086	0.676319169	0.521655092	0.55706261	0.64281391	0.776717287	0.589814991	0.888018636	0.913056454	0.61352286	0.712716846	0.61237607	0.568357025	0.545888916	0.736437845	0.779866375	0.750100825	0.762282351	0.825289156	0.734403188	0.661824303	0.617024924	0.67511972	0.75561384	0.518906667	0.570802184	0.728097124	0.601073309	0.80226648	0.556204966	0.747269686	0.903214491	0.471695811	0.581834104	0.538639006	0.507485342	0.705968346	0.573071649	0.915802409	0.594920892	0.722216179	0.623263984	0.697816587	0.82739706	0.51264024	0.523577183	0.477338621	0.534062556	0.50993553	0.558479887	0.469964216	0.700012807	0.86852426	0.739089089	0.847133538	0.554371649	0.517317272	0.518286088	0.829315849	0.552321422	0.573149216	0.7885194	0.570709085	0.588581867	0.878686008	0.702966394	0.915607597	0.910389804	0.867774356	0.63146238	0.746193786	0.561682708	0.766897314	0.55687885	0.863234022	0.856732316	0.585247073	0.737773043	0.752923729	0.672066576	0.841345833	0.615375715	0.563211043	0.551321191	0.52449665	0.609324563	0.822318736	0.700128666	0.463453685	1	0.808487252	0.511988948	0.502186521	0.593117391
